interval_id,timing_scope,strict_eligible,model,effort,calls,sessions,uncached,cached,output,reasoning,standard_usd,standard_eur,write_upper_eur,september6_reference_usd,unpriced_calls,uncertain_price_calls,long_context_calls,unknown_tier_calls,different_reset_calls,missing_reset_calls
257,nominal,1,gpt-5.5,medium,113,1,705031,19121536,27933,4307,13.923913,11.932396092210128,11.932396092210128,13.923913,0,0,0,113,2,0
257,nominal,1,gpt-5.6-sol,max,3289,22,12690534,416125696,1312028,414523,243.45297440000002,208.63225160682148,219.5076770931528,243.45297440000002,0,0,0,3289,0,0
258,enclosing,0,gpt-5.6-sol,max,804,5,2674974,118803456,307137,111071,64.3640184,55.1581270031708,57.45050338503728,64.3640184,0,0,0,804,0,0
258,enclosing,1,gpt-5.5,medium,11,1,11628,2216064,2069,313,1.228242,1.0525683434741624,1.0525683434741624,1.228242,0,0,0,11,0,0
258,enclosing,1,gpt-5.6-sol,max,4934,34,16937547,585756928,2021209,702324,342.4771392,293.4931349730054,308.0081294026909,342.4771392,0,0,0,4934,3,0
258,interior,0,gpt-5.6-sol,max,677,5,2373236,99859200,259163,96869,54.619884,46.80768189219299,48.84147741880195,54.619884,0,0,0,677,0,0
258,interior,1,gpt-5.5,medium,11,1,11628,2216064,2069,313,1.228242,1.0525683434741624,1.0525683434741624,1.228242,0,0,0,11,0,0
258,interior,1,gpt-5.6-sol,max,4218,33,14680270,503107072,1700476,600558,293.9734288,251.92683931785072,264.5074117747879,293.9734288,0,0,0,4218,3,0
258,nominal,0,gpt-5.6-sol,max,744,5,2507832,110099456,283110,104371,59.7333104,51.189742394378264,53.33888285200103,59.7333104,0,0,0,744,0,0
258,nominal,1,gpt-5.5,medium,11,1,11628,2216064,2069,313,1.228242,1.0525683434741624,1.0525683434741624,1.228242,0,0,0,11,0,0
258,nominal,1,gpt-5.6-sol,max,4562,33,15744500,542593920,1847217,652890,316.959908,271.6255960236524,285.11818322049874,316.959908,0,0,0,4562,3,0
259,enclosing,0,gpt-5.6-sol,max,506,4,1643299,75964416,210303,71168,41.1650224,35.27724946439284,36.68550981232325,41.1650224,0,0,0,506,0,0
259,enclosing,1,gpt-5.5,medium,20,1,147881,3887616,5267,1586,2.841223,2.434847030593881,2.434847030593881,2.841223,0,0,0,20,0,0
259,enclosing,1,gpt-5.6-sol,max,3940,30,14500610,483368064,1704477,565118,285.43920560000004,244.61325357785586,257.0398625417774,285.43920560000004,0,0,0,3940,0,0
